"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2023-01-15","true","1","B07YXF4CV3","5","Works as expected",,,"","Review","https://www.amazon.com/gp/customer-reviews/R2TODEMBKJK2YZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on January 15, 2023",""
"United States","🇺🇸","2022-09-30","true","2","B07YXF4CV3","5","This is a great product if your dentist has advised you NOT to use a toothpaste that also has whitening, If you have sensitivity, then you probably should not be using even a gentle whitening toothpaste more than one a week or so. Consult your dentist.",,,"One person found this helpful","Sensodyne Fresh Mint","https://www.amazon.com/gp/customer-reviews/R39EUO7O4XD6GH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on September 30, 2022",""
"United States","🇺🇸","2021-04-28","true","3","B07YXF4CV3","5","Listen this is easy. If v you have sensitive teeth then to know how painful it is. Eat cold foods including  drinking cold drinks.  Its embarrassing actually to say ""I can't because my teeth are sensitive""  or ""my teeth hurt""  Wearing down tooth enamel can come from brushing to hard, eating acidic foods and or whiting too much and the old school braces. But it comes from poor care of your teeth too.  Yes Sensodine is pricy but  if you try it you will never go back. Besides read about tooth paste. Its not truly good for your teeth. Florida etc. After one brushing you'll recognize the difference. This is a really good price for 4 tubes.Anyhow great stuff I honestly love this specific flavor and texture.  Works the best for me. I believe this is the original. There is no other substitute of a sensitive toothpaste. Trust me I've tried. Other brands just are not the same. Hence the price but im worth it. I squeeze every drop out ! Happy brushing",,,"10 people found this helpful","hooked on Sensodine. There is no other","https://www.amazon.com/gp/customer-reviews/R1HVQ17WG1TBCV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on April 28, 2021",""
"United States","🇺🇸","2022-09-18","true","4","B07YXF4CV3","5","Recommend to me by dentist after I went to get my tooth looked at because it was causing me so much pain. This toothpaste made the pain go away and I will never go back to normal toothpaste! Love the flavor and it arrived perfectly packaged!",,,"4 people found this helpful","Amazing!","https://www.amazon.com/gp/customer-reviews/R4W3IZ3K57FAH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on September 18, 2022",""
"United States","🇺🇸","2021-11-25","true","5","B07YXF4CV3","5","Our dentist recommended using this since my wife and I both experienced sensitivity recently after cavity filling. We both liked this toothpaste, and, we think we can be a usual consumer of this paste majorly because of the pros. These give great freshness and almost complete cleanliness while brushing. Nice taste and has good capability for sensitivity prevention results.Here is my take on this:Pros:- Cleans the teeth pretty well- Mouth feels super fresh after brushing- Freshness last quite long- Tube is big-sized and can be great for home- Great for sensitive teethCons:- None that we see as if now",,,"17 people found this helpful","Great quality, taste, freshness and provides almost complete cleaning!","https://www.amazon.com/gp/customer-reviews/R1Z4PH47G5WCCR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on November 25, 2021",""
"United States","🇺🇸","2022-09-15","true","6","B07YXF4CV3","5","Hard to find toothpaste that doesn't have SLS as an ingredient.  SLS is a foaming agent.  It irritates my gums, sometimes even makes them bleed.  Took me a while to find out this was the cause.",,,"One person found this helpful","No sodium lauryl sulfate","https://www.amazon.com/gp/customer-reviews/R2HMWQ9FQZML7R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on September 15, 2022",""
"United States","🇺🇸","2022-11-08","true","7","B07YXF4CV3","5","My absolute favorite toothpaste and who can resist an affordable 3 pack!!",,,"","Favorite Toothpaste","https://www.amazon.com/gp/customer-reviews/R10TFKNSMKZZG2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on November 8, 2022",""
"United States","🇺🇸","2022-02-20","true","8","B07YXF4CV3","4","I have always used Sensodyne for my sensitivity needs. I stopped using it due to many dentists touting THEIR product, and for the fact Sensodyne's flavors are never as minty or refreshing tasting. I went back to Sensodyne- non whitening and Not enamel strengthening. Just the original with a slight mint flavor. My teeth are back to normal, rarely sensitive. Thanks. I only gave four stars due to the fact the paste seems to turn our brushes a slight green tint. Keeping an eye on my teeth for any green tint.",,,"","Sensitivity No More","https://www.amazon.com/gp/customer-reviews/R3M8Z7I78BRAZW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on February 20, 2022",""
"United States","🇺🇸","2022-11-03","true","9","B07YXF4CV3","5","Good stuff; always can rely on Sensodyne for all my tooth sensitivity needs",,,"","Good","https://www.amazon.com/gp/customer-reviews/R2Y2J8DHP460HE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on November 3, 2022",""
"United States","🇺🇸","2022-06-10","true","10","B07YXF4CV3","5","For some reason, the stores near where I live always seem to run out of the regular Sensodyne toothpaste.  I like the 'Fresh Mint' because it is toothpaste that helps reduce tooth sensitivity without adding whiteners or other things that tend to dry out the mouth.  I receive this toothpaste from Amazon on a 'subscription' basis, with automatic deliveries once every other month.  The price is right, the product is always available, and the convenience is great.",,,"3 people found this helpful","Convenient delivery; reasonable price; aways available","https://www.amazon.com/gp/customer-reviews/R2A1ZBV2VNEH1P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXF4CV3","Reviewed in the United States 🇺🇸 on June 10, 2022",""
