"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2023-04-09","true","1","B0762LYF5D","5","Ever since adding this toothpaste to my daily routine I've become one of my dentists favourite patients. I used to have sensitive teeth before brushing with this toothpaste regularlyWith a routine of waterfloss, brush, string floss, and then mouthwash twice daily you'll quickly become your dentists best friend","https://m.media-amazon.com/images/I/71LRRm4THjL._SY88.jpg",,,"","My dentist loves me","https://www.amazon.com/gp/customer-reviews/RT5JA3CNTTOE2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on April 9, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-04-08","true","2","B0762LYF5D","5","Kind of hard to gush over toothpaste, but AMAZON furnishes the availability, and the brand does what it's advertised to do. The service via AMAZON is superb, as always. Well pleased.",,,,"","Does the job ...","https://www.amazon.com/gp/customer-reviews/R2TLXT13LSNVRY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on April 8, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-04-19","true","3","B0762LYF5D","5","Great price for a great product",,,,"","Good product received as expected","https://www.amazon.com/gp/customer-reviews/R2IOHH4K57IPBA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on April 19, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-04-16","true","4","B0762LYF5D","5","Good value",,,,"","Good value","https://www.amazon.com/gp/customer-reviews/R2OOXQOY0BN4VW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on April 16, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-04-08","true","5","B0762LYF5D","5","After use this toothpaste i can eat cool food and hot food. Nice",,,,"","i like","https://www.amazon.com/gp/customer-reviews/R2MA0F1IG2F71X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on April 8, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-03-28","true","6","B0762LYF5D","5","Running out of toothpaste? I ordered more and worried about shipping time. Came the next day with good packaging... pleased and would recommend this to others.",,,,"3 people found this helpful","Fast and Good!","https://www.amazon.com/gp/customer-reviews/R6IUXU33OWS0I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on March 28, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-04-04","true","7","B0762LYF5D","4","I feel fresh after using Sensodyne, I have been using it for years now. It feels clean.",,,,"One person found this helpful","I love Sensodyne","https://www.amazon.com/gp/customer-reviews/R2QYUQMAJACE23/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on April 4, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-03-25","true","8","B0762LYF5D","5","This toothpaste has good whitening capabilities along with being a good toothpaste. I drink lots of coffee and tea so I need both.",,,,"2 people found this helpful","I use this product twice a day.","https://www.amazon.com/gp/customer-reviews/R31QBPG9XXAGIX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on March 25, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-03-28","true","9","B0762LYF5D","5","I was having pain in upper right set of teeth, and it subsided after using this",,,,"2 people found this helpful","Did the job","https://www.amazon.com/gp/customer-reviews/RAGB365D263L1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on March 28, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-04-01","true","10","B0762LYF5D","5","Fast shopping love the product great seller",,,,"One person found this helpful","Helps I have sensitive teeth","https://www.amazon.com/gp/customer-reviews/RBQFIGSEY5ECB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on April 1, 2023","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2019-08-10","true","491","B0762LYF5D","5","Great tooth paste especially for teeth with a lot of dental work.",,,,"","5 star","https://www.amazon.com/gp/customer-reviews/R12U1NE52O1DM8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on August 10, 2019","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2019-06-24","true","492","B0762LYF5D","5","I love Sensodyne products, they are one of the best in the market.",,,,"","Great Product","https://www.amazon.com/gp/customer-reviews/R2D099YRU89557/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on June 24, 2019","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2019-11-25","true","493","B0762LYF5D","5","I use this for my self and excellent value",,,,"","Item as described","https://www.amazon.com/gp/customer-reviews/RX7F2Y1OPB32G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on November 25, 2019","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2019-01-03","true","494","B0762LYF5D","5","This works well to desensitize teeth, not only during brushing, but it lasts about an hour",,,,"","Quality","https://www.amazon.com/gp/customer-reviews/RCXEEO2S1GHBF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on January 3, 2019","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2022-08-31","true","495","B0762LYF5D","1","I don't know what this is, not any type of Sensodyne toothpaste I've ever used. I've been using Sensodyne for years because it is so gentle. Tried to return and denied. The first time ever not able to return or get refund from Amazon. Very disappointed.  Please don't buy this product.",,,,"","Tastes like poison!","https://www.amazon.com/gp/customer-reviews/R2QVJLFJ6JKVZL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on August 31, 2022","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-08-15","true","496","B0762LYF5D","5","Good",,,,"","Manager","https://www.amazon.com/gp/customer-reviews/R1FRT1IXORGLSO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on August 15, 2020","Size: 4 Ounce (Pack of 3)"
"United States","🇺🇸","2018-12-16","true","497","B0762LYF5D","5","Love this stuff. Great for my teeth and the price is better here than at the store.",,,,"","Great price and product.","https://www.amazon.com/gp/customer-reviews/R3OJ3055IANY1D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762LYF5D","Reviewed in the United States 🇺🇸 on December 16, 2018","Size: 4 Ounce (Pack of 3)"
