"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2023-03-22","true","1","B095Z5WQWM","5","As someone with sensitive teeth, I've struggled to find a toothpaste that effectively cleans my teeth without causing discomfort.Not only does this toothpaste leave my teeth feeling clean and fresh, but it has also significantly reduced my tooth sensitivity. I appreciate that it contains fluoride to help strengthen my enamel, and the added whitening benefits are a nice bonus.The arctic breeze flavor is refreshing and not overpowering, making brushing my teeth a pleasant experience. Overall, I am extremely satisfied with my purchase and will continue to use this toothpaste in the future.",,,"One person found this helpful","effectively cleans my teeth without causing discomfort.","https://www.amazon.com/gp/customer-reviews/RWNQKKZSDHHKZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on March 22, 2023","Configuration: Toothpaste"
"United States",,"2023-04-11","true","2","B095Z5WQWM","5","I purchased on a subscription and found it to be a great value for them, half the price of the store price. I find he flavor to be nice and not overpowering, and my teeth stay white and I drink 4-5 cups of coffee a day. Highly recommended",,,"","Great value","https://www.amazon.com/gp/customer-reviews/R1WGKF7JBK19X8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on April 11, 2023","Configuration: Toothpaste"
"United States",,"2023-04-10","true","3","B095Z5WQWM","5","These may not whiten your teeth considerably they are nice on sensitive teeth. I recommend these tooth paste cleaning products.",,,"","Good for sensitive teeth","https://www.amazon.com/gp/customer-reviews/R2M9G8RF6TWQB4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on April 10, 2023","Configuration: Toothpaste"
"United States",,"2023-04-04","true","4","B095Z5WQWM","5","I like this taste and tube is so cute","https://m.media-amazon.com/images/I/61BrZDbALeL._SY88.jpg",,"","like it","https://www.amazon.com/gp/customer-reviews/R2Z24WC5LE4GF8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on April 4, 2023","Configuration: Toothpaste"
"United States",,"2023-03-15","true","5","B095Z5WQWM","5","Dentists loves that I'm using this: I have no cavities and my teeth are in healthy condition",,,"","Dentist is happy that I'm using this","https://www.amazon.com/gp/customer-reviews/RJIQTMQMP6ML9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on March 15, 2023","Configuration: Toothpaste"
"United States",,"2023-02-22","true","6","B095Z5WQWM","4","Loved flavor.  Hard to squeeze out when nearly empty ... had to leave some behind at the very end ... and it's not a very large amount to begin with.",,,"One person found this helpful","Great flavor","https://www.amazon.com/gp/customer-reviews/R2HCVDNGGIJXBT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on February 22, 2023","Configuration: Toothpaste"
"United States",,"2023-03-04","true","7","B095Z5WQWM","5","Love this stuff. It really helps with teeth sensitivity",,,"One person found this helpful","Love this toothpaste helps with teeth sensitivity","https://www.amazon.com/gp/customer-reviews/R2KTU8BSU6UMGB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on March 4, 2023","Configuration: Toothpaste"
"United States",,"2023-02-21","true","8","B095Z5WQWM","5","flavor is good. Paste is effective for sensitivity. not sure about whitening",,,"","flavor good; effective for sensitivity ; ??? about whitening","https://www.amazon.com/gp/customer-reviews/R3GFESTZ7BLR4Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on February 21, 2023","Configuration: Toothpaste"
"United States",,"2023-02-05","true","9","B095Z5WQWM","5","My teeth look significantly brighter/whiter every time I brush with this. My teeth feel clean and my breath is fresh. I also believe the actual surface of my teeth are improved having been using this for several months.",,,"2 people found this helpful","Great toothpaste","https://www.amazon.com/gp/customer-reviews/RN6GTG1FUX4V6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on February 5, 2023","Configuration: Toothpaste"
"United States",,"2023-02-14","true","10","B095Z5WQWM","5","Great value.  Great taste and like not having to go to store to purchase.  Just have it sent to my door.",,,"One person found this helpful","My favorite toothpaste","https://www.amazon.com/gp/customer-reviews/RUWNUJLOPS0VS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on February 14, 2023","Configuration: Toothpaste"
"United States",,"2021-08-01","false","121","B095Z5WQWM","4","Sensedyne Pronamel intensive enamel repair whitening toothpaste…📚 Sensodyne is one of two  Toothpaste brands that my dentist uses and recommends.📚 I like using a whitening toothpaste to maintain the level of brightness of my teeth. I love my coffee and red wine so it's important for me to stay on top of whitening on a daily basis.📚 This product works well to keep my teeth white as well as protect my enamel, bonus!📚 The Minty freshness tastes great!📚 Summary… this is a winning combination in a in a dentist recommended toothpaste👍👍","https://m.media-amazon.com/images/I/814uuS4ZzSL._SY88.jpg",,"One person found this helpful","If a winning combination, dentist recommended!","https://www.amazon.com/gp/customer-reviews/R33VA2P06LR6WX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on August 1, 2021","Configuration: Toothpaste"
"United States",,"2021-10-29","false","122","B095Z5WQWM","5","I like many of the reviewers here have sensitive teeth. I've used this brand for years and when I decide I ""don't really need it and need to save money"", boy I can feel the difference and I switch right back to Sensodyne. Awesome brand and perfect for those struggling with teeth sensitivity. Flavor isn't intense and helps my mouth feel fresh after brushing.",,,"","Love Sensodyne!","https://www.amazon.com/gp/customer-reviews/R2PPVHXK45HAZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on October 29, 2021","Configuration: Toothpaste"
"United States",,"2021-10-14","false","123","B095Z5WQWM","5","After my cancer treatments (tonsils) my teeth are crazy sensitive so I try a *lot* of these.As with other Sensodyne products, this helps sensitivity to hot or cold foods and drinks.the taste is good, and from what it says it should help deteriorated enamel .While It is not a strong whitening paste as other brands but a lot of their products aren't ( because - sensitivity) if that's fine with you then this is an excellent choice!",,,"","Fresh minty taste with good sensitivity protection","https://www.amazon.com/gp/customer-reviews/RKD296S2Y79G2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on October 14, 2021","Configuration: Toothpaste"
"United States",,"2021-07-29","false","124","B095Z5WQWM","5","I have used different versions of Sensodyne Pronamel for over a year now.  My go to is Intensive enamel repair because I like to think that is helping my teeth more.  I eat a lot of acidic foods and like the idea that it helps protect my teeth.  I also choose to use it in my house because my daughter's dentist recommended it for her teeth.Sensodyne has become a brand that I trust.This toothpaste is the Arctic Breeze flavor which is new to me.  It took a little time to get used to.  It is a strong flavor that lingers in my mouth after I have brushed my teeth.  It is a good strong flavor.  Definitely want to eat breakfast before brushing teeth.I have been using this brand for over a year though not this particular flavor.  Most often it is the Intensive Enamel repair  with whitening.  I feel my teeth are not as sensitive.  I also feel that my teeth are a good shade of white.  Whiter than other brands that I have used in the past.",,,"One person found this helpful","Good strong flavor.  Keeps my teeth whiter nicely.","https://www.amazon.com/gp/customer-reviews/R1PYRV3AFE0V7Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on July 29, 2021","Configuration: Toothpaste"
"United States",,"2021-08-16","false","125","B095Z5WQWM","5","I had some work done on my teeth so they’re very sensitive. Sensodyne is a brand that my dentist recommended to me and one that I’ve been using for a couple years now. I love that this version has not only enamel repair but also teeth whitening. The toothpaste flavor is arctic breeze, it reminds me of a minty flavor but it's slightly different to the typical mint flavor you’ll find in most toothpaste. This toothpaste leaves a great clean and fresh feeling after brushing. I noticed that the toothpaste flavor lingers longer than most toothpaste and it leaves my breath smelling better longer. This toothpaste has a screw top and not a flip top but the top is flat so you can have the toothpaste sitting upright.","https://m.media-amazon.com/images/I/81PguodkcuL._SY88.jpg",,"","Always a reliable toothpaste","https://www.amazon.com/gp/customer-reviews/RT1ZBV5KYEV6C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on August 16, 2021","Configuration: Toothpaste"
"United States",,"2021-10-06","false","126","B095Z5WQWM","5","I have weak spots in my teeth that may need bonded someday. Sensodyne is the only toothpaste I trust to stop my teeth from getting sensitive. It has repaired damage and tooth sensitivity in other my teeth. It also keeps my teeth white and bright! I will never use anything else!",,,"One person found this helpful","The only toothpaste I trust!","https://www.amazon.com/gp/customer-reviews/R38H331OC0THAM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5WQWM","Reviewed in the United States on October 6, 2021","Configuration: Toothpaste"
